listing_id,name,city,state,website,email,source,phone
c647f428-907b-4210-b47b-e36fb3677786,Ritual Living Sober Living,Encinitas,CA,http://www.ritual-living.com/,ritualliving@gmail.com,ca-directory,(619) 446-9223
27a3164e-afef-4fa3-be17-f25f92dcb1a2,"ABC Recovery Center, Inc. - Transitional Living Village",Indio,CA,http://www.abcrecoverycenter.org,development@abcrecoverycenter.org,ca-directory,(760) 342-6616
1472cb7d-0d51-467f-b443-3a5eb9904e94,La Ventana Treatment Programs - Outpatient,Thousand Oaks,CA,https://laventanatreatment.com,admissions@laventanatreatment.com,ca-directory,(800) 560-8518
518c3484-2be3-4ba8-8da0-3e7389a7cc32,Akua Mind and Body,Newport Beach,CA,https://www.akuamindbody.com/,info@akuamindbody.com,ca-directory,(949) 322-8782
ba9e2fdd-5b6c-42e0-bde2-92158d85c8d4,Casa Solana,Grover Beach,CA,https://www.casasolanainc.org/,casasolanainc@gmail.com,ca-directory,(805) 481-8555
d2a3ae9a-1d0a-418e-8b88-5c42de7ba76b,Volunteers of America Family Transitional,Sacramento,CA,https://www.voa-ncnn.org/contact,info@voa-ncnn.org,ca-directory,(916) 265-3400
b6e25bc1-3994-4d3d-b65c-c592a779f64d,Casa Pacifica Men Encinitas,Encinitas,CA,https://sandiegosoberlivinghouse.com/encinitas-casa/,casapacificatsl@gmail.com,ca-directory,(760) 230-2996
e8290344-ff92-4e45-8d00-7367683d0e42,Shoreline Sober Living,San Diego,CA,https://www.shorelinesoberliving.com/,info@shorelinesoberliving.com,ca-directory,(866) 278-9411
616c37aa-3dec-4001-8bbf-d2e130b18f82,K & T Continuum-Oceanside Sober Living,Oceanside,CA,https://www.oceansidesoberliving.com/,terryallenfraser@gmail.com,ca-directory,(760) 880-1311
e535dde5-302b-45af-b344-051c47ae0c9d,Serendipity Sober Living House - San Bruno,San Bruno,CA,https://www.serendipitysle.com,serendipitysle@yahoo.com,ca-directory,(650) 745-5108
911f62d2-3d72-4ace-bd2c-e397812b2b2c,Sober Living Today - Oceanside,Oceanside,CA,https://www.soberlivingtoday.com,ellieholistichealth@gmail.com,ca-directory,(760) 415-3560
6ef11913-bbae-4161-a48e-f05a37860525,Stepping Stone Sober Living LLC - Rio Linda,Rio Linda,CA,https://Steppingstonesle.com,steppingstonesoberliving@gmail.com,ca-directory,(916) 335-4203
b816f841-243d-485b-b5cd-def9ed77a304,Cali House Recovery,Santa Barbara,CA,https://www.calihouserecovery.com/,inquiries@calihouserecovery.com,ca-directory,(805) 291-7554
22e0950d-864f-4153-9637-a99d87e805f2,Santa Barbara Recovery (Sober Living),Santa Barbara,CA,https://santabarbararecovery.com/sober-living/,admissions@santabarbararecovery.com,ca-directory,(805) 429-1203
60391485-b28a-43a0-a73e-8b86ec229cde,New House II,Santa Barbara,CA,https://sbnewhouse.org/,info@sbnewhouse.org,ca-directory,(805) 962-8248
76c3050a-749e-460a-ae7c-e25da1b600bc,Mana House Inc.,Santa Barbara,CA,https://manahousesb.com/,manahousesb@gmail.com,ca-directory,(310) 897-5384
05900bc3-cac9-45ae-95cb-997e6949f1b6,All Star Recovery Sober Living,Santa Barbara,CA,https://www.allstarrecoverysb.com/,scott@allstarrecoverysb.com,ca-directory,(805) 698-4889
5d99efdc-6517-4f03-b199-b3635211c57a,Casa Serena - Millie's House,Santa Barbara,CA,https://casaserena.org/service/transitional-living/,recovery@casaserena.org,ca-directory,(866) 936-9740
220fa684-80ab-4ac1-97d6-dcc3ffcdba71,Pathway to Healing,Santa Maria,CA,https://pathway2healing.org/,roman@pathway2healing.org,ca-directory,805.354.5121
5c07f148-84e5-49f1-a450-481262779168,Mission House,Camarillo,CA,https://missionhouserecovery.com/,missionhouserecovery@gmail.com,ca-directory,(805) 383-0727
c2a67b2e-9496-4180-bf44-51bd9e59e088,Genesis Sober Living,Oxnard,CA,https://genesis-soberliving.org/,genesissoberlivinginc@gmail.com,ca-directory,(805) 233-4510
0e07d73c-6374-49c8-8b0b-f981e0e13bd3,The Spencer House,Ventura,CA,http://www.thespencerhouse.org/,intake@thespencerhouse.org,ca-directory,805.200.8055
a60242bb-52b4-4274-b521-e0f695244d91,Gold Coast Sober Living (Men's),Ventura,CA,https://goldcoastsoberliving.com/,info@goldcoastsoberliving.com,ca-directory,805-312-6821
05155efa-049d-4b87-b684-fff45ed356fb,Serenity House (Ruben's Place),Ventura,CA,https://www.slnvc.com/ventura,rubensplaceserenityhouse@gmail.com,ca-directory,(805) 612-9708
7526be57-8e2d-428f-b260-d72855d4fac5,New Hope Recovery Home,Ventura,CA,https://newhoperecoveryhome.com/,nabes2466@gmail.com,ca-directory,(805) 940-6088
513ed68e-34b8-48d4-8049-bc5dcd039ad9,Simi Valley Sober Living,Simi Valley,CA,https://www.simivalleysoberliving.com/,info@simivalleysoberliving.com,ca-directory,818-447-8963
ff926ce8-562a-4d60-ac35-4ac9ae891dd6,Conejo Valley Recovery Centers (Sober Living),Thousand Oaks,CA,https://conejovalleyrecoverycenters.com/sober-living,kris@conejovalleyrecoverycenters.com,ca-directory,(805) 223-3922
5ce3b468-3b94-4881-ab18-6d7c5f5c2476,Heart House Recovery,Thousand Oaks,CA,https://www.hearthouserecovery.com/,hearthouserecovery@gmail.com,ca-directory,(818) 987-4223
51b559a4-2cf1-4609-918f-d480f0b5ae3d,Sobriety Works - Branciforte House,Santa Cruz,CA,https://sobrietyworks.com/sober-living-environments-sles/,referrals@sobrietyworks.com,ca-directory,831-476-1747
14e6f38b-a690-4193-b7b6-80904adc3e1a,Responsible Recovery (Gault House),Santa Cruz,CA,https://www.responsiblerecovery.net/,info@responsiblerecovery.net,ca-directory,(831) 818-1186
afd00df9-5fae-42e7-89a7-b10682367b16,BrightPath Sober Living,Fresno,CA,https://brightpathsoberliving.com/,support@brightpathsoberliving.com,ca-directory,(559) 951-6616
ade56c58-a613-419c-909d-5cc85a373ac2,Suncross Foundation Sober Living,Fresno,CA,https://suncrossfoundation.org/detox-sober-living/,contact@suncrossfoundation.org,ca-directory,(559) 515-6272
ecaa893d-633b-41fe-bf5b-94d22dd158a4,LIT Sober Living and Transformation Center,Fresno,CA,https://ilacalifornia.org/listing/fresno-county/lit-sober-living-and-transformation-center/,fresno@ilacalifornia.org,ca-directory,(559) 538-0251
01757604-254e-4dd6-88fd-eb4ddd26cd1a,Bakersfield Recovery Services - Jason's Retreat (Men's Sober Living),Bakersfield,CA,https://bakersfieldrecoveryservices.com/mens-recovery-services/,outreach@jasonsretreat.com,ca-directory,(661) 325-1817
a5c519cf-2f24-4a0c-a083-8ccef121668f,The Third Tradition Sober Living,Bakersfield,CA,https://www.thethirdtradition.org/,thirdtraditionsle@yahoo.com,ca-directory,(661) 735-3448
3a7c73e8-5ede-49a3-b7d8-c5364a0facf1,New Life Sober Living - Chelsea Way,Stockton,CA,https://newlifesober.com/,newlifesle@gmail.com,ca-directory,(209) 373-3185
d430c41a-1258-4cda-b4b8-e24c2ddfc81a,Endeavor Recovery Homes - The Magnolia House,Stockton,CA,https://www.endeavorrecoveryhomes.com/,endeavorrecoveryhomes@gmail.com,ca-directory,(209) 323-0198
e8d321f6-8116-4523-8e39-5b80cfdf0e1f,Valley Sober Living (Sea Change),Stockton,CA,https://www.valleysoberliving.org/,information@valleysoberliving.org,ca-directory,(209) 513-2319
12d6665b-9f26-4952-a905-02e24cf39783,His Way Recovery House,Manteca,CA,http://www.hiswayrecovery.org/,hiswayrecoveryhouse@msn.com,ca-directory,(209) 401-9126
4f06c838-d948-497a-b82d-616f90f3b554,Living Hope Services - Bessie House,Tracy,CA,https://www.livinghopeservices.org/,info@livinghopeservices.org,ca-directory,(209) 831-2990
bbe8e03b-016e-41d1-a8d8-d3baea86633a,Champions Recovery - Frasieur's Home,Hanford,CA,https://www.championsrecovery.org/frasieurs-home,lfagundes@championsrecovery.org,ca-directory,(559) 583-9300
cd133070-8931-44bc-9e2a-d473fa69b7d8,Merced County Rescue Mission - Transition to Hope,Merced,CA,https://www.mercedcountyrescuemission.org/transition-to-hope,information@missionmerced.org,ca-directory,(209) 722-9269
42d82d89-0f68-4db2-b036-2ea64a99275c,House of Courage – Blazewood,Riverside,CA,https://www.thehouseofcourage.com/,devana@thehouseofcourage.com,ca-directory,909-609-0001
e7328867-80f2-4814-923b-e38d95c9ad97,Rise Above Sober Homes – Fir Ave.,Moreno Valley,CA,https://www.riseabovesoberhomes.com/,info@riseabovesoberhomes.com,ca-directory,310-947-7877
f8464021-5fbb-4a9a-b3d7-2a3c8dcca44d,Elmer Day Homes 1,Riverside,CA,https://www.elmerdayhomes.com/,info@elmerdayhomes.com,ca-directory,951-234-5730
7db11309-febb-4999-bb71-3b7b7ff736ef,Optimal Living — Blue,Riverside,CA,https://optimalliving1.org/,optimalliving@myyahoo.com,ca-directory,909-578-2351
27581352-8067-463d-a12c-6994ff47593d,Premiere Stays (Men),Riverside,CA,https://www.pstays.com/,mylika@pstays.com,ca-directory,917-586-5877
20578217-1c6d-472c-be9e-5b03c4869ef1,Saving Grace Homes – Chadbourne,Riverside,CA,https://www.savinggracehomes.com/,contact@savinggracehomes.org,ca-directory,951-444-5806
9914316c-d3a0-42e8-8959-af6c5b95c22a,Grateful Steps Supportive Housing,Riverside,CA,https://www.solwomenstreatment.com/,info@solwomenstreatment.com,ca-directory,951-972-5085
5a16a770-9be4-422c-a750-c924260e6493,Momentum Sober Living,Riverside,CA,https://www.momentumsvcs.org/,jr@momentumsvcs.org,ca-directory,310-486-5141
f2679acd-8206-4fa4-b583-73c751d7d7d7,Grace Refuge Recovery,Riverside,CA,https://gracerefugerecovery.com/,liz@gracerefugerecovery.com,ca-directory,951-616-8509
980dfd7c-197d-4c0c-a097-7bca45d8c2b9,Freedom House Sober Living (Moreno Valley),Moreno Valley,CA,https://freedomhousesoberlivings.com/,freedomhousesoberliving@outlook.com,ca-directory,951-297-7266
3dff4f50-4796-4221-ac2f-3df3be6a79b9,Empowered Pathways Sober Home for Women,Eastvale,CA,https://epsoberhome.com/,contact@epsoberhome.com,ca-directory,951-818-1950
a71572f0-f797-41f3-a27e-06cc4fb26db1,The Crow's Nest,Murrieta,CA,https://thelemonadehouse.org/,amy@thelemonadehouse.org,ca-directory,760-272-6816
60775cd6-33e8-4bd4-8ff9-ee5f3180feea,Alive Sober Living – Buxton House,Winchester,CA,https://www.alivesoberliving.com/,alivesoberliving@gmail.com,ca-directory,951-338-9400
0c678067-575c-408b-8e20-62cf97e5e9e9,Beebe's Sober Living – Saint Michel,Murrieta,CA,https://beebessoberliving.com/,beebessoberliving@gmail.com,ca-directory,949-630-7916
edf1fef4-739b-43c8-9634-2243199242f0,Labre House Foundation,Coachella,CA,https://www.labrehousefoundation.org/,info@labrehousefoundation.org,ca-directory,562-397-2884
ee32af03-e212-4e42-8c02-35440a951e0e,A Room For You,Yucaipa,CA,https://www.aroomforyou.org/,info@aroomforyou.com,ca-directory,909-709-1642
7ff088c8-7bf7-48b4-8f65-8c7d8c39e8bb,Serenity 2 Infinity Sober Living,Adelanto,CA,https://www.serenity2infinity.com/,serenity2infinity4u@gmail.com,ca-directory,760-292-3110
1f7bcee0-9d24-4e77-b2f3-cc2ce213832d,12 Step Sober Living,Sunland,CA,https://12stepsoberliving.org,joellisa12step@aol.com,ca-directory,(818) 293-2222
88c352b6-6296-451a-8290-b3064d7fa199,Herbert House Mature Sober Living,Culver City,CA,https://herberthouse.com,info2@herberthouse.com,ca-directory,(310) 737-7566
256e8db7-214c-4c82-a010-c5030aa6ba84,Hilltop House,Highland Park,CA,https://hilltopsoberliving.com,hilltophousesoberliving@gmail.com,ca-directory,(747) 271-8438
470e5e18-807f-488e-9178-4532a3b5d3a1,Aim High Living,Los Angeles,CA,https://aimhighliving.org,mayrad@aimhighliving.org,ca-directory,(310) 863-9335
e26f2caa-92ce-4509-a8b6-c3c3ba3092ad,Beacon House – McMillen,San Pedro,CA,https://thebeaconhouse.org,zmartin@thebeaconhouse.org,ca-directory,(310) 503-7144
ada24097-8897-477d-abd5-711ad2675a43,Cabrito Foundation,Canoga Park,CA,https://cabritohouse.org,info@cabritohouse.org,ca-directory,(818) 704-5175
005fa28b-6698-4987-8d93-232eb2160865,Design For Recovery,Los Angeles,CA,https://designforrecovery.com,info@designforrecovery.com,ca-directory,(626) 703-1487
c7739934-0f6d-405f-9f94-ba4440f2f761,Fred Brown Recovery Services,San Pedro,CA,https://fredbrown.org,dshiromoto@fredbrown.org,ca-directory,(310) 519-8723
9999b0a0-765b-428d-9c9b-e75257325135,Homes of Promise I,Pomona,CA,https://homesofpromise.org,info@homesofpromise.org,ca-directory,(909) 762-2869
008377a9-8c8f-43d4-8590-42475bc4061c,Inner Image,Long Beach,CA,https://myinnerimage.org,carl@myinnerimage.org,ca-directory,(562) 786-1623
b0e82fb6-0509-4246-80d9-ca466c0ce4e8,Marina House Sober Living,Marina del Rey,CA,https://marinahousesoberliving.com,info@marinahousesoberliving.com,ca-directory,(310) 466-3713
872e1413-39ee-43ea-8ff2-da99054c3610,May House Sober Living,Monrovia,CA,https://mayhousesoberliving.com,contact@mayhousesoberliving.com,ca-directory,(626) 226-8905
b14f6f79-797d-4d7f-b64a-0a0f786d985c,Place of Peace Sober Living,Compton,CA,https://placeofpeacehousing.org,info@placeofpeacehousing.org,ca-directory,(424) 341-2994
33cb1151-070b-4f0d-ba01-4a13366d5780,Power House Sober Living,Inglewood,CA,https://powerhousesoberliving.org,pauljones.powerhouse@gmail.com,ca-directory,(323) 535-0830
861d0cd8-3c9e-4403-8cf9-f927fe8637bb,Puente House Inc. — Badillo,Covina,CA,https://puentehouse.org,karlmoris@puentehouse.org,ca-directory,(626) 437-4308
30d97d6b-b47f-48cf-8061-fcdf772b7f36,Serenity and Steps Sober Living,Long Beach,CA,https://serenityandsteps.com,info@serenityandsteps.com,ca-directory,(562) 900-0649
66ffd417-671f-460e-a478-c2d581468628,TheRightPath,Long Beach,CA,https://recoverybridgehousing.org,info@recoverybridgehousing.org,ca-directory,(714) 330-9507
62d8cf48-46e3-42d6-9c86-cf47e4c18b5c,Cornerstone X,Azusa,CA,https://cornerstonexsoberliving.com,typesetit@att.net,ca-directory,(626) 536-3028
109bc650-418f-49ac-8c47-2dba1e9e3f54,Khepera House,Ventura,CA,https://kheperahouse.org,elgingoodwin@kheperahouse.org,ca-directory,(805) 653-2596
09062126-52fa-485c-bd52-bc3af4c0e50b,Ruben's Place West,Ventura,CA,https://www.facebook.com/profile.php?id=100063831917095,rubensplaceandserenityhouse@gmail.com,ca-directory,(805) 442-0662
39c63206-5f02-4d35-9358-6d8efbf22011,Sweet Surrender,Ventura,CA,,sweetsurrendersl@gmail.com,ca-directory,(805) 444-8412
1064d3d9-d6b5-467a-867d-1f9cc3836ba7,Healing Grace Women's Sober Living,Thousand Oaks,CA,https://healinggracehomes.com,healinggracehomes@gmail.com,ca-directory,(805) 573-1226
0c6fc82c-b3d7-4dd6-a4d3-08acfb17e993,Agape Sober Living House 1,Costa Mesa,CA,https://www.agapehouseoc.com/,kimberly@agapehouseoc.com,ca-directory,(949) 350-4822
b7b4b022-d87d-4f42-920e-1876719d6e57,Pacific Shores Recovery Sober Living (Costa Mesa),Costa Mesa,CA,https://www.pacificshoresrecovery.com/southern-california-sober-living-program,info@pacificshoresrecovery.com,ca-directory,(949) 390-6176
8faa02d4-e3e0-4553-99e2-0146d9c3a47e,Project West,El Cajon,CA,http://project-west.org,info@project-west.org,ca-directory,619-484-2539
db01161f-9d67-4a26-822e-aa1dd31243a1,Cornerstone of Southern California Recovery Homes,Tustin,CA,https://www.cornerstonesocal.com/treatment/licensed-recovery-homes/,contactus@cornerstonesocal.com,ca-directory,(714) 881-7475
9341fa43-1482-405b-a2a6-bfc13876b31c,Orange County Sober Housing,Orange,CA,https://www.ocsoberhousing.com/,info@ocsoberhousing.com,ca-directory,(949) 505-9910
c692acfa-f0df-4699-979f-8c712b04885c,Transitions Sober Living for Men,Fullerton,CA,https://transitionssoberliving.weebly.com/,transitionssoberliving@gmail.com,ca-directory,(714) 507-0731
81c7a472-2da7-4be7-aba9-a7aa8f0965e4,The Cottages Women's Sober Living,Huntington Beach,CA,https://mailorangecountyre.wixsite.com/thecottages,info@orangecountyrecovery.com,ca-directory,(714) 418-6053
787c927b-537d-45e9-9d40-7f75a40aee43,Stones of Recovery,Santa Ana,CA,https://stonesofrecovery.com/,admissions@sor.com,ca-directory,(877) 840-5062
58f41fc6-29d2-464b-ae7c-cb10f099cec5,The Lodges (OC Sober Living),Huntington Beach,CA,https://ocsoberliving.com/,admissions@ocsoberliving.com,ca-directory,(866) 610-4480
e41222f3-6ade-4fca-adb3-c330d8c2125b,Sober Partners (Huntington Beach),Huntington Beach,CA,https://soberpartners.com/,info@soberpartners.com,ca-directory,(855) 997-2786
d3e683e6-9cd5-4223-93c6-ee673aaf3b4f,Anchored Tides Recovery Women's Sober Living,Huntington Beach,CA,https://anchoredtidesrecovery.com/sober-living-for-women-in-huntington-beach/,admissions@anchoredtidesrecovery.com,ca-directory,(866) 329-6639
c308e6a6-06b9-43da-820c-89ae046cdc1b,Way of Life – Carlsbad Village House,Carlsbad,CA,https://www.wayoflifesobriety.com,kevin@wayoflifesobriety.com,ca-directory,760-618-2202
8372f1ab-b9b6-4124-8bfd-934a2f79f329,The Last House – The Compound,Los Angeles,CA,https://thelasthouse.net,admissions@thelasthouse.net,ca-directory,(866) 677-0090
a8f50539-efd7-42c8-94a1-30a2e563925c,Vistawood House,Los Angeles,CA,https://rivierarecovery.com,admissions@rivierarecovery.com,ca-directory,855-207-9708
4e8a5bbe-7f85-4f25-9bd9-05e835ff1c59,Bridges – Holy Cross,Los Angeles,CA,https://soberapartmentsla.com,info@soberapartmentsla.com,ca-directory,310-953-4075
182e7913-5beb-4ccb-a03f-520517e8829a,Ocean Ridge – Del Campo House,San Clemente,CA,https://oceanridgeoc.com,info@oceanridgeoc.net,ca-directory,(888) 897-1978
53faa7bf-7de1-40ba-b222-f6a6e9c95019,1 Method Luxury Sober Living,Los Angeles,CA,https://www.methodtreatment.com,admissions@methodtreatment.com,ca-directory,1 (800) 270-1389
7005b7f0-16f9-4af6-86af-054fedf18c9c,Wintun Home (Monarch Sober Homes),Carmichael,CA,https://monarchrecoverycenters.com/wintun-home/,info@monarchsoberhomes.com,ca-directory,707-205-5254
767572af-d05a-42f6-8869-2b60dd3a4196,Clean & Sober Transitional Living (CSTL),Fair Oaks,CA,https://clean-and-sober-living.com/,info@cleanandsoberusa.net,ca-directory,916-961-2691
a27cc80a-dca6-48b0-bd69-769e5b5629f1,Fresh Start Recovery House,Sacramento,CA,https://freshstartsacramento.com/,freshstartsacramento@gmail.com,ca-directory,916-880-0272
e6c37591-33e3-434c-84b7-6de271d5bc19,Hope Cooperative Men's Sober Living Home,Sacramento,CA,https://hopecoop.org/property/mens-sober-living-home/,info@hopecoop.org,ca-directory,916-441-0123
093716cf-a4d9-4a00-b981-522a8ca22f2d,Cache Creek Lodge,Woodland,CA,https://www.cachecreeklodge.com/,pmartinez@cachecreeklodge.com,ca-directory,530-662-5727
f9e69717-8d9d-4971-b219-50b08d63e1c4,WellSpace Health Recovery Residence,Sacramento,CA,https://www.wellspacehealth.org/,info@wellspacehealth.org,ca-directory,916-737-5555
0e2ff032-3526-41ba-912d-27779117d486,San Diego Coastal Sober Living,San Diego,CA,http://sdcoastalsoberliving.com/,elonburns37@gmail.com,ca-directory,619-206-3101
9711235d-35b8-48d7-850b-4889f4825ef9,Miracle House Sober Living — Women's Home,El Monte,CA,https://miraclehousesoberliving.org,japrv@aol.com,ca-directory,(626) 484-1213
38747413-7d33-44d4-8a99-11d61bd8a6b4,SalusCare Place (Bryce Burke House),Fort Myers,FL,https://saluscareplace.org/,recover@saluscareflorida.org,fltx-directory,239-322-5656
884ad7bc-0702-4e61-9b55-b5a0122b8663,The Surrender House - Women's Home (Downtown),Fort Myers,FL,https://thesurrenderhouse.org/,surrenderhouserecoveryhomes@gmail.com,fltx-directory,239-333-8079
c04e7917-4f1f-4e85-9cc6-9c36bd8e03a2,Art of Living Home,Naples,FL,https://artoflivinghome.org/,info@artoflivinghome.org,fltx-directory,239-595-5880
f55595f5-26e5-48bd-8843-6a33003bdc34,Naples Recovery Sober Living,Naples,FL,https://www.naplesrecovery.com/,info@naplesrecovery.com,fltx-directory,239-431-9095
fa558543-01ca-4880-98d7-269e08227d38,Purpose House Transitional Homes,Sarasota,FL,https://www.purposehouse.com/,purposehouse20@gmail.com,fltx-directory,941-586-6370
f015a332-4a23-4482-8216-4f4ea26a4b2b,Suncoast Recovery Homes,Sarasota,FL,https://suncoastrecoveryhomes.com/,suncoastrecoveryhomes@gmail.com,fltx-directory,941-225-8484
282c70bf-050e-4f93-bc5a-0ba665467d90,Fresh Life Recovery Homes,Bradenton,FL,https://freshliferecovery.com/,freshlifehouse@gmail.com,fltx-directory,941-301-8266
13ab062a-1ada-4671-9edf-e17cd7067201,Sober Living in Delray (Women's),Delray Beach,FL,https://www.soberlivingindelray.com/,women@soberlivingindelray.com,fltx-directory,561-279-8900
a2d597dd-d553-4a2c-aac4-faf4ab385ed5,Conscious Living (Boynton Beach),Boynton Beach,FL,https://consciouslivingpb.com/,consciouslivingpb@gmail.com,fltx-directory,561-539-9819
515b5d20-5184-4b28-93c0-db0a6ab4ba91,The Cleveland House,Fort Lauderdale,FL,https://clevelandhouse.org/,clevelandhouseftl@gmail.com,fltx-directory,954-931-2500
616a8cee-2527-4909-aa59-c83422074415,Project SOAR,Fort Lauderdale,FL,https://www.projectsoar.us/,info@projectsoar.us,fltx-directory,954-900-9980
2051f4c1-004f-491c-ba7c-d0660ce5c8d4,Seven Palms Recovery Lodge,Hollywood,FL,https://sevenpalmsrecovery.com/,sevenpalmsrecovery@gmail.com,fltx-directory,954-573-5783
a71e2062-2c9c-4799-81e0-1c8482a3cef9,Patrick's Place Recovery Residences,Pompano Beach,FL,https://www.patricksplaces.org/,info@patricksplaces.org,fltx-directory,954-588-1564
84aeabbd-4b9b-4000-b085-4c262215ce65,Arch to Freedom,Boynton Beach,FL,https://archtofreedom.org/,team@archtofreedom.org,fltx-directory,561-739-4005
0bd8d6a4-66c6-4e4f-9725-46fd6dc59891,Foundations Women's House - Tampa Foundations In Recovery,Tampa,FL,https://tampafoundationsinrecovery.com/foundations-womens-house/,tampafoundationsinrecovery@yahoo.com,fltx-directory,(813) 523-7163
3c0f9e08-5673-44f0-8c49-e4de955e39b1,Monarch Home - North Branch Ave (Tampa),Tampa,FL,https://www.monarchhomeflorida.com/,admin@monarchhomeflorida.com,fltx-directory,(813) 503-3080
0779c72c-5066-4072-85e7-adba4e6fda76,Tampa Bay Recovery Center - Sober Living (St. Petersburg),St. Petersburg,FL,https://tampa-recovery.com/programs/sober-living/,info@tampa-recovery.com,fltx-directory,(813) 733-8774
ee9dbdef-082e-46f2-96c0-73c761e91d78,Associate Recovery Communities - Parkside Apartments (Clearwater),Clearwater,FL,https://associaterecovery.com/,admin@associaterecoverycommunities.org,fltx-directory,(727) 754-5790
4e40eed8-d23d-4feb-920c-102fb84c2248,Safe Haven Sober Living - Winter Park/Longwood (Orlando area),Winter Park,FL,https://safehavenrecoverymenshouse.com/winterpark/,safehavenrecoveryhouse@gmail.com,fltx-directory,(407) 324-6298
fdbfa9e6-4452-4a5f-af97-2d6ec5601314,The Glass House Recovery - Orlando Downtown,Orlando,FL,https://www.theglasshouserecovery.com/view-our-houses/orlando1,info@theglasshouserecovery.com,fltx-directory,(321) 412-8223
4e4cd176-37d2-43a4-b2e3-4de430023a5b,Socorro House,Houston,TX,https://www.breakingfreeprogram.org/,befreerecovery22@gmail.com,fltx-directory,(832) 800-2464
ea2099f2-7fc7-405a-9e0e-9e0feeb2d47a,Recovery House of Central Florida,Sanford,FL,https://www.recoveryhouseinc.org/,intake@recoveryhouseinc.org,fltx-directory,(407) 323-5857
9426ea46-8ab7-4dca-940f-71e7715dfaea,Fundacion Hermanos de la Calle,Miami,FL,https://hermanosdelacalle.org,malena@hermanosdelacalle.org,fltx-directory,786-857-5416
62f358a7-9fbb-45c4-8403-9d2b7fec29c8,Danny D's House,North Miami,FL,,dannydshouse@gmail.com,fltx-directory,305-725-8433
0b861c62-e20b-4a67-a09d-84ff38b3d4ee,Katy Recovery Homes - Men,Katy,TX,https://KatyRecoveryHomes.com,info@katyrecoveryhomes.com,fltx-directory,(832) 774-8600
a0b1bb8b-a693-44d9-a88b-e866137d1ed8,Next Recovery,Gainesville,FL,,ctbritton27@gmail.com,fltx-directory,352-363-9709
94bd3021-d7e9-477a-ad70-7f5a6803d858,Temperance House,Boca Raton,FL,,temperancecounseling@gmail.com,fltx-directory,561-774-4648
c355569b-5ffd-44a0-8036-817e30d61567,The Best Treatment Center,Boca Raton,FL,https://thebesttreatment.com,dustinp@thebesttreatment.com,fltx-directory,954-504-5210
733f0f22-46ce-4f8c-a012-eb4d3ad2774b,The Bridge,Boca Raton,FL,https://thebridgeproperties.com,info@thebridgeproperties.com,fltx-directory,561-289-6000
ef0a6d05-efc2-4e87-870c-6203ab5e11ec,Addison House,Boynton Beach,FL,https://addison.house,haynes@addison.house,fltx-directory,561-600-3822
4791bc92-4e98-4919-968a-4132f5d17ccf,Bright Futures,Boynton Beach,FL,https://brightfuturestreatment.com,rick@brightfuturestreatment.com,fltx-directory,954-608-1279
240e4612-eadf-4d30-b79f-0d34fe9cd2cd,Elijahs House,Boynton Beach,FL,https://recreatelifecounseling.com,jesse@recreatelifecounseling.com,fltx-directory,561-678-5933
fd484362-8852-4ce5-8e47-e284fa9b336c,Faith Over Fear,Boynton Beach,FL,,faithoverfearrecovery@gmail.com,fltx-directory,225-614-3723
58ed7ea1-9b8e-4941-966e-b7cc2f640fda,House of ANGELS Program,Boynton Beach,FL,,angelhouse2012@comcast.net,fltx-directory,954-778-7088
8870a7c5-4ed1-4e20-ba52-14df25c94990,Lakeside Retreat,Boynton Beach,FL,,michaelf644@aol.com,fltx-directory,561-704-5134
fbf2b7f8-b226-434a-a34c-ec8c093658ef,New Life Recovery Resources,Boynton Beach,FL,,keneab@newliferecoveryresources.org,fltx-directory,443-514-8532
52ed907a-e11e-46cc-9723-b175778931ab,Roots to Recovery,Boynton Beach,FL,,katrinalynnchase@gmail.com,fltx-directory,561-777-0045
f3a80362-819e-49a9-af7c-3f456bd2f1fb,SAFE House,Boynton Beach,FL,,safehousesl22@gmail.com,fltx-directory,561-215-1407
b1f1b6ef-2f44-434a-855d-cb53bd59cd0d,Seacrest Transitional Living,Boynton Beach,FL,,seacresttl@gmail.com,fltx-directory,866-963-7200
48329422-e320-4967-b768-129394ca6d81,803 Recovery,Delray Beach,FL,https://palmbeachrecoverycenters.com,blaxton@palmbeachrecoverycenters.com,fltx-directory,904-502-0316
9723eed6-f58b-452e-a218-b9d822409268,Boost Recovery,Delray Beach,FL,https://boostrecovery.net,rbaxter@boostrecovery.net,fltx-directory,603-573-5532
591500a9-610f-4e24-bf61-4614fd8a5341,Caron of Florida,Delray Beach,FL,,chalpern@renaissanceinstitute.net,fltx-directory,561-241-7977
f6069714-e971-4543-8623-38eb098a15bc,Courage House,Delray Beach,FL,,couragehousellc@gmail.com,fltx-directory,856-266-6536
a5af9c03-757d-4200-a7a9-7f73cdfb9cf5,Donnys Sober Living,Delray Beach,FL,,donnyssoberliving@gmail.com,fltx-directory,561-908-2689
3070a4d2-f1ae-49f4-a180-632fa8be4569,Florida Recovery Group,Delray Beach,FL,https://floridarecoverygroup.com,jan@floridarecoverygroup.com,fltx-directory,561-330-4688
07cc6bba-9647-49ea-9204-1ee73e1e2527,Immersion Recovery,Delray Beach,FL,https://grncare.com,admissions@grncare.com,fltx-directory,561-529-9008
